session_id,label,flex1,flex2,flex3,flex4,flex5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
l21,U,0,0,0,0,72,-996,1304,14044,-642,-175,-152
l21,U,0,0,0,0,80,-1004,1420,13784,-571,-126,-176
l21,U,0,0,0,0,157,-1088,1580,13776,-528,-176,-141
l21,U,0,0,0,0,176,-1076,1312,14120,-607,-134,-151
l21,U,0,0,0,0,95,-932,1300,13928,-604,-117,-169
l21,U,0,0,0,0,82,-1100,1256,13756,-638,-149,-159
l21,U,0,0,0,0,41,-928,1332,13844,-566,-220,-124
l21,U,0,0,0,0,64,-1048,1592,13712,-621,-139,-160
l21,U,0,0,0,0,0,-1076,1452,13800,-609,-161,-145
l21,U,0,0,0,0,0,-1120,1412,13808,-580,-145,-128
l21,U,0,0,0,0,0,-928,1392,13744,-597,-154,-154
l21,U,0,0,0,0,0,-1068,1624,14040,-604,-137,-154
l21,U,0,0,0,0,0,-896,1408,13580,-595,-165,-147
l21,U,0,0,0,0,0,-924,1480,13732,-613,-162,-341
l21,U,0,0,0,0,0,-1172,1432,13752,-625,-121,-152
l21,U,0,0,0,0,0,-1056,1328,13756,-555,-162,-144
l21,U,0,0,0,0,0,-728,1428,13848,-595,-140,-164
l21,U,0,0,0,0,0,-916,1288,13836,-549,-214,-153
l21,U,0,0,0,0,0,-1120,1360,13760,-596,-128,-163
l21,U,0,0,0,0,0,-1032,1520,13928,-547,-150,-159
l21,U,0,0,0,0,0,-736,1300,13688,-580,-176,-151
l21,U,0,0,0,0,0,-972,1380,13788,-526,-174,-159
l21,U,0,0,0,0,0,-848,1536,14084,-604,-126,-171
l21,U,0,0,0,0,0,-1100,1408,13740,-571,-141,-154
l21,U,0,0,0,0,0,-1340,1360,13560,-578,-157,-140
l21,U,0,0,0,0,0,-1204,1364,13792,-588,-143,-144
l21,U,0,0,0,0,0,-1012,1400,13836,-585,-154,-160
l21,U,0,0,0,0,0,-1104,1564,13816,-545,-152,-149
l21,U,0,0,0,0,0,-952,1304,13796,-616,-137,-161
l21,U,0,0,0,0,0,-1180,1540,13780,-595,-148,-150
l21,U,0,0,0,0,0,-1180,1504,13516,-572,-137,-141
l21,U,0,0,0,0,0,-928,1408,13820,-595,-138,-140
l21,U,0,0,0,0,0,-848,1428,13696,-605,-143,-158
l21,U,0,0,0,149,0,-872,1644,13852,-663,-133,-73
l21,U,0,0,0,165,0,-1192,1348,13924,-566,-143,-168
l21,U,0,0,0,95,0,-1068,1404,13796,-568,-129,-174
l21,U,0,0,0,155,0,-880,1388,13864,-593,-158,-168
l21,U,0,0,0,754,0,-1148,1400,13584,-531,-178,-366
l21,U,0,0,0,989,3,-1348,1580,14016,-586,-251,-1250
l21,U,0,0,0,1088,0,-752,1616,13708,-552,-157,-244
l21,U,0,0,0,1452,0,-848,1744,13476,-663,-177,-350
l21,U,0,0,0,1684,0,-1036,1456,13872,-572,-172,-158
l21,U,0,0,0,1669,0,-904,1468,13776,-614,-127,-134
l21,U,0,0,0,1771,0,-1048,1300,13612,-565,-138,-149
l21,U,0,0,0,1591,0,-1112,1312,14080,-611,-179,-153
l21,U,0,0,0,609,0,-1056,1396,13844,-633,-146,-152
l21,U,0,0,0,0,0,-1156,1512,13512,-579,-169,-137
l21,U,0,0,0,0,0,-932,1316,13916,-601,-128,-145
l21,U,0,0,0,0,0,-1100,1396,13732,-592,-142,-161
l21,U,0,0,0,0,0,-1196,1484,13832,-533,-147,-148
l21,U,0,0,0,0,138,-1100,1368,13856,-562,-132,-146
