session_id,label,f1,f2,f3,f4,f5,roll,pitch,yaw,gx,gy,gz
verb1,Are,0.0,0.001,8.049,0.001,0.0,0.512,-0.272,1.0,-1.209,2.714,1.349
verb1,Are,0.0,0.001,5.585,0.001,0.0,0.429,-0.27,1.0,-0.426,-2.697,-2.308
verb1,Are,0.0,0.001,3.566,0.001,0.0,0.425,-0.267,1.0,1.621,-4.784,-4.024
verb1,Are,0.0,0.001,1.862,0.0,0.0,0.454,-0.257,1.0,0.916,0.5,1.674
verb1,Are,0.0,0.0,1.32,0.0,0.0,0.497,-0.254,1.0,-1.032,4.942,2.219
verb1,Are,0.0,0.0,0.937,0.0,0.0,0.477,-0.261,1.0,-0.715,2.009,0.725
verb1,Are,0.0,0.0,0.665,0.0,0.0,0.426,-0.269,1.0,0.386,-2.251,-1.88
verb1,Are,0.0,0.0,0.472,0.0,0.0,0.431,-0.271,1.0,0.564,-4.997,-3.331
verb1,Are,0.0,0.0,0.335,0.0,0.0,0.469,-0.262,1.0,0.541,-2.124,-0.916
verb1,Are,0.0,0.0,0.238,0.0,0.0,0.519,-0.256,1.0,-1.085,3.471,1.809
verb1,Are,0.0,0.0,0.17,0.0,0.0,0.538,-0.272,1.0,0.447,3.044,1.945
verb1,Are,0.0,0.0,0.121,0.0,0.0,0.542,-0.285,1.0,0.965,-0.929,-0.737
verb1,Are,0.0,0.0,0.086,0.0,0.0,0.565,-0.294,1.0,-1.257,-1.02,-0.751
verb1,Are,0.0,0.0,0.061,0.0,0.0,0.604,-0.303,1.0,-0.54,-0.987,-0.229
verb1,Are,0.0,0.0,0.043,0.0,0.0,0.638,-0.309,1.0,0.317,0.081,-0.009
verb1,Are,0.0,0.0,0.031,0.0,0.0,0.669,-0.311,1.0,-0.276,-0.051,-0.099
verb1,Are,0.0,0.0,0.022,0.0,0.0,0.692,-0.312,1.0,0.044,0.027,-0.0
verb1,Are,0.0,0.0,0.016,0.0,0.0,0.708,-0.313,1.0,-0.162,0.139,-0.209
verb1,Are,0.0,0.0,0.011,0.0,0.0,0.721,-0.313,1.0,-0.1,-0.225,-0.548
verb1,Are,0.0,0.0,0.008,0.0,0.0,0.731,-0.315,1.0,0.26,-0.221,-0.332
verb1,Are,0.0,0.0,0.006,0.0,0.0,0.737,-0.314,1.0,0.539,-0.093,-0.642
verb1,Are,0.0,0.0,0.004,0.0,0.0,0.74,-0.312,1.0,0.168,0.25,-0.694
verb1,Are,0.0,0.0,0.003,0.0,0.0,0.744,-0.31,1.0,0.244,0.319,-0.638
verb1,Are,0.0,0.0,0.002,0.0,0.0,0.75,-0.308,1.0,0.058,0.868,-0.277
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.762,-0.311,1.0,0.661,-0.03,-1.625
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.765,-0.307,1.0,2.598,-2.322,-3.18
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.77,-0.295,1.0,-1.597,2.248,0.02
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.777,-0.292,1.0,0.017,2.222,1.119
verb1,Are,0.0,0.0,0.0,0.615,0.0,0.764,-0.291,1.0,1.742,-0.321,-0.223
verb1,Are,0.0,0.0,8.86,14.714,0.0,0.756,-0.287,1.0,-0.49,-3.235,-2.795
verb1,Are,0.0,0.0,20.872,19.502,0.0,0.761,-0.274,1.0,0.902,1.291,-0.069
verb1,Are,0.0,0.0,15.436,34.082,0.0,0.765,-0.264,1.0,-2.204,2.442,2.491
verb1,Are,0.0,0.0,11.6,26.12,0.0,0.689,-0.265,1.0,-0.043,-0.611,-0.285
verb1,Are,0.0,0.0,7.835,18.211,0.0,0.67,-0.257,1.0,2.788,-0.186,-0.814
verb1,Are,0.0,0.0,12.51,12.123,0.0,0.661,-0.257,1.0,-2.983,1.51,0.961
verb1,Are,0.0,0.0,11.013,8.098,0.0,0.677,-0.265,1.0,-0.18,-1.72,-1.773
verb1,Are,0.0,0.0,12.641,5.214,0.0,0.681,-0.268,1.0,-0.816,2.477,2.624
verb1,Are,0.0,0.0,11.206,3.788,0.0,0.637,-0.282,1.0,-0.874,-0.822,-1.525
verb1,Are,0.0,0.0,7.858,2.128,0.0,0.629,-0.281,1.0,2.228,0.852,-0.995
verb1,Are,0.0,0.0,10.065,2.0,0.0,0.588,-0.282,1.0,-1.034,1.809,-0.114
verb1,Are,0.0,0.0,6.954,1.073,0.0,0.592,-0.29,1.0,2.829,-1.844,-2.375
verb1,Are,0.0,0.0,4.696,0.762,0.0,0.59,-0.294,1.0,-0.785,2.937,1.576
verb1,Are,0.0,0.0,3.19,0.542,0.0,0.513,-0.306,1.0,-0.559,0.503,-1.486
verb1,Are,0.0,0.0,2.129,0.385,0.0,0.487,-0.306,1.0,2.905,4.278,0.054
verb1,Are,0.0,0.0,1.283,0.274,0.0,0.428,-0.301,1.0,-0.276,-0.567,-0.958
verb1,Are,0.0,0.0,0.911,0.195,0.0,0.427,-0.291,1.0,1.389,1.13,-1.849
verb1,Are,0.0,0.0,0.647,0.139,0.0,0.383,-0.279,1.0,-1.714,-0.855,-0.787
verb1,Are,0.0,0.0,0.46,0.099,0.0,0.404,-0.263,1.0,2.717,-1.981,-1.027
verb1,Are,0.0,0.0,0.327,0.07,0.0,0.418,-0.261,1.0,-0.945,-2.677,0.407
verb1,Are,0.0,0.0,0.232,0.05,0.0,0.47,-0.252,1.0,1.624,-3.485,-1.775
verb1,Are,0.0,0.0,0.165,0.036,0.0,0.525,-0.241,1.0,0.787,-2.397,-1.666
verb1,Are,0.0,0.0,0.118,0.026,0.0,0.581,-0.223,1.0,0.116,-3.703,-2.56
verb1,Are,0.0,0.0,0.084,0.018,0.0,0.631,-0.204,1.0,1.201,1.992,0.644
verb1,Are,0.0,0.0,0.06,0.013,0.0,0.674,-0.186,1.0,-2.798,5.492,3.037
verb1,Are,0.0,0.0,0.042,0.009,0.0,0.716,-0.176,1.0,-1.941,4.739,2.723
verb1,Are,0.0,0.0,0.03,0.007,0.0,0.67,-0.169,1.0,-2.052,0.999,-0.764
verb1,Are,0.0,0.0,0.022,0.005,0.0,0.591,-0.177,1.0,1.26,-3.738,-2.829
verb1,Are,0.0,0.0,0.015,0.003,0.0,0.565,-0.181,1.0,3.766,-3.025,-0.46
verb1,Are,0.0,0.0,0.011,0.002,0.0,0.575,-0.19,1.0,-1.37,3.073,2.033
verb1,Are,0.0,0.0,0.008,0.002,0.0,0.583,-0.207,1.0,0.038,5.122,2.297
verb1,Are,0.0,0.0,0.006,0.001,0.0,0.532,-0.199,1.0,-1.167,0.092,-1.387
verb1,Are,0.0,0.0,0.004,0.001,0.0,0.541,-0.194,1.0,1.769,-5.36,-3.421
verb1,Are,0.0,0.0,0.003,0.001,0.0,0.569,-0.187,1.0,1.761,-2.24,-1.146
verb1,Are,0.0,0.0,0.002,0.0,0.0,0.605,-0.19,1.0,-0.587,4.563,1.05
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.622,-0.196,1.0,0.324,5.415,2.056
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.568,-0.189,1.0,-0.596,-0.094,-1.181
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.568,-0.201,1.0,0.791,-5.381,-2.678
verb1,Are,0.0,0.0,0.001,0.0,0.0,0.59,-0.201,1.0,0.663,-1.813,-2.077
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.622,-0.206,1.0,-0.635,5.034,1.694
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.625,-0.216,1.0,0.211,5.095,2.428
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.561,-0.213,1.0,-0.162,-0.649,-1.117
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.556,-0.223,1.0,0.558,-5.389,-3.018
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.582,-0.217,1.0,1.022,-3.613,-2.274
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.615,-0.216,1.0,-0.365,3.912,1.381
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.638,-0.22,1.0,-0.94,5.489,2.612
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.588,-0.214,1.0,-0.985,0.677,-0.787
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.543,-0.224,1.0,0.208,-4.768,-2.232
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.547,-0.221,1.0,0.95,-5.562,-2.368
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.572,-0.22,1.0,0.45,2.523,2.388
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.592,-0.227,1.0,-0.767,5.109,2.291
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.546,-0.23,1.0,-1.182,1.935,-0.368
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.487,-0.248,1.0,0.801,-3.132,-2.699
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.487,-0.243,1.0,1.045,-5.911,-3.754
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.516,-0.236,1.0,1.166,1.528,-0.036
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.549,-0.232,1.0,-1.774,5.981,1.855
verb1,Are,0.0,0.0,0.0,0.0,0.0,0.509,-0.219,1.0,-0.706,1.783,-0.036
verb1,Are,0.0,0.0,0.0,1.429,0.0,0.447,-0.211,1.0,1.032,-3.241,-2.565
verb1,Are,0.0,0.0,0.0,1.122,0.0,0.449,-0.202,1.0,1.904,-4.617,-3.615
verb1,Are,0.0,0.0,0.0,0.811,0.0,0.479,-0.2,1.0,1.027,2.056,0.745
verb1,Are,0.0,0.0,0.0,0.562,0.0,0.522,-0.2,1.0,-0.889,4.819,1.177
verb1,Are,0.0,0.0,0.0,0.357,0.0,0.511,-0.2,1.0,-0.915,3.574,0.097
verb1,Are,0.0,0.0,120.597,9.652,0.0,0.459,-0.199,1.0,0.457,-2.488,-1.836
verb1,Are,0.0,0.0,270.224,7.168,0.0,0.465,-0.198,1.0,1.906,-5.995,-3.453
verb1,Are,0.0,0.0,207.516,5.246,0.0,0.498,-0.189,1.0,0.525,-2.737,-0.72
verb1,Are,0.0,0.0,156.078,3.776,0.0,0.545,-0.185,1.0,-0.406,2.865,-0.068
verb1,Are,0.0,0.0,105.561,2.401,0.0,0.594,-0.183,1.0,-0.924,4.556,1.688
verb1,Are,0.0,0.0,63.487,1.234,0.0,0.558,-0.193,1.0,-0.133,2.096,-1.127
verb1,Are,0.0,0.0,35.824,0.875,0.0,0.545,-0.204,1.0,2.144,-3.532,-2.794
verb1,Are,0.0,0.0,25.025,0.621,0.0,0.555,-0.2,1.0,1.711,-2.705,0.046
verb1,Are,0.0,0.0,17.756,0.441,0.0,0.58,-0.194,1.0,-0.908,0.021,0.824
verb1,Are,0.0,0.0,12.603,0.313,0.0,0.613,-0.185,1.0,-2.277,1.001,1.609
verb1,Are,0.0,0.0,8.949,0.222,0.0,0.645,-0.183,1.0,0.735,-1.219,-0.255
verb1,Are,0.0,0.0,6.357,0.158,0.0,0.668,-0.186,1.0,0.167,-0.449,0.222
verb1,Are,0.0,0.0,4.517,0.112,0.0,0.69,-0.192,1.0,-1.903,1.803,1.578
verb1,Are,0.0,0.0,3.211,0.08,0.0,0.594,-0.218,1.0,1.006,-1.666,-1.908
verb1,Are,0.0,0.0,2.284,0.057,0.0,0.559,-0.222,1.0,1.755,1.812,2.308
verb1,Are,0.0,0.0,1.625,0.04,0.0,0.521,-0.226,1.0,-0.127,-1.039,-1.771
verb1,Are,0.0,0.0,1.157,0.029,0.0,0.522,-0.221,1.0,1.284,1.567,1.215
verb1,Are,4.572,0.0,1.294,0.033,0.0,0.537,-0.216,1.0,0.054,-2.312,-1.741
verb1,Are,3.591,0.0,0.587,0.015,0.0,0.531,-0.224,1.0,1.206,2.12,1.579
verb1,Are,2.596,0.0,0.418,0.01,0.0,0.552,-0.229,1.0,-0.261,-1.996,-2.718
verb1,Are,1.799,0.0,0.298,0.007,0.0,0.526,-0.234,1.0,-0.922,2.594,1.97
verb1,Are,27.764,0.0,0.363,0.009,0.0,0.541,-0.236,1.0,0.123,-1.875,-3.227
verb1,Are,81.612,0.0,77.995,0.007,0.0,0.55,-0.243,1.0,-1.145,2.959,1.203
verb1,Are,147.86,0.0,483.759,0.005,0.0,0.556,-0.252,1.0,-0.552,-2.026,-2.372
verb1,Are,193.48,0.0,855.218,0.004,57.727,0.562,-0.259,1.0,0.496,2.686,1.421
verb1,Are,232.395,0.0,1147.003,0.003,56.041,0.532,-0.255,1.0,0.194,-1.551,-1.971
verb1,Are,230.897,0.0,1316.964,0.002,75.173,0.539,-0.248,1.0,1.019,1.093,0.538
verb1,Are,229.95,0.0,1329.525,0.001,54.736,0.516,-0.242,1.0,-0.245,-0.114,-0.581
verb1,Are,236.014,0.0,1171.327,0.001,38.566,0.528,-0.232,1.0,2.213,-0.108,-0.645
verb1,Are,233.61,0.0,1001.821,0.001,25.489,0.539,-0.23,1.0,-0.823,0.602,-0.008
verb1,Are,220.984,0.0,881.086,0.001,17.349,0.57,-0.225,1.0,0.7,1.048,-0.878
verb1,Are,219.865,0.0,948.826,0.0,11.45,0.54,-0.219,1.0,-0.567,0.993,-0.619
verb1,Are,229.811,0.0,1030.17,0.0,8.319,0.552,-0.212,1.0,2.018,-0.429,-1.749
verb1,Are,237.805,0.0,1161.311,0.0,6.045,0.526,-0.208,1.0,-1.159,0.917,-0.522
verb1,Are,256.371,0.0,1241.788,0.0,4.394,0.542,-0.201,1.0,1.428,-0.306,-2.087
verb1,Are,265.049,0.0,1388.492,0.0,3.194,0.519,-0.2,1.0,-1.257,0.705,-0.204
verb1,Are,307.411,0.0,1457.795,0.0,2.322,0.537,-0.194,1.0,1.419,0.139,-1.442
verb1,Are,323.141,0.0,1529.688,0.0,1.688,0.525,-0.194,1.0,-1.723,1.837,1.044
verb1,Are,319.941,0.0,1482.947,0.0,1.228,0.548,-0.193,1.0,0.349,-1.677,-2.388
verb1,Are,316.411,0.0,1478.089,0.0,0.893,0.531,-0.201,1.0,-0.969,2.74,2.187
verb1,Are,302.452,0.0,1412.916,0.0,0.65,0.535,-0.212,1.0,-0.191,-3.365,-2.203
verb1,Are,287.618,0.0,1394.438,0.0,0.473,0.545,-0.231,1.0,0.425,2.66,2.879
verb1,Are,260.98,0.0,1363.645,0.0,0.344,0.508,-0.232,1.0,-0.261,-1.572,-0.378
verb1,Are,255.639,0.0,1348.481,0.0,0.25,0.518,-0.225,1.0,0.297,1.007,-0.71
verb1,Are,249.906,0.0,1259.384,0.0,0.182,0.479,-0.224,1.0,-1.356,0.032,-0.345
verb1,Are,231.774,0.0,1039.771,0.0,0.133,0.487,-0.221,1.0,0.787,-4.283,-2.755
verb1,Are,226.428,0.0,889.593,0.0,0.096,0.494,-0.229,1.0,1.055,-0.794,0.597
verb1,Are,216.902,0.0,738.986,0.0,0.07,0.528,-0.222,1.0,-0.751,-0.069,-0.797
verb1,Are,213.908,0.0,594.895,0.0,0.051,0.56,-0.219,1.0,-0.897,4.944,3.399
verb1,Are,204.384,0.0,472.685,0.0,0.037,0.538,-0.205,1.0,-1.23,-1.99,-0.721
verb1,Are,193.163,0.0,486.467,0.0,0.027,0.555,-0.192,1.0,0.99,1.253,0.839
verb1,Are,186.448,0.0,475.352,0.0,0.02,0.523,-0.182,1.0,-0.399,1.101,-0.458
verb1,Are,188.33,0.0,456.547,0.0,0.014,0.536,-0.173,1.0,1.821,1.224,-0.898
verb1,Are,190.443,0.0,474.613,0.0,0.01,0.507,-0.155,1.0,-1.84,-1.306,-0.957
verb1,Are,209.504,0.0,608.828,0.0,0.008,0.521,-0.146,1.0,1.581,0.587,-0.921
verb1,Are,206.839,0.0,727.774,0.0,0.006,0.497,-0.145,1.0,-1.416,1.689,0.193
verb1,Are,189.63,0.0,843.282,0.0,0.004,0.518,-0.147,1.0,-0.261,0.249,-2.237
verb1,Are,193.006,0.0,749.586,0.0,0.003,0.518,-0.161,1.0,-0.56,1.715,1.459
verb1,Are,191.433,0.0,594.559,0.0,0.002,0.534,-0.17,1.0,-0.783,-3.855,-2.804
verb1,Are,191.337,0.0,472.475,0.0,0.002,0.537,-0.192,1.0,0.056,1.229,2.559
verb1,Are,197.445,0.0,349.874,0.0,0.001,0.515,-0.2,1.0,-0.597,-3.003,-1.553
verb1,Are,193.591,0.0,240.598,0.0,0.001,0.528,-0.193,1.0,1.44,-1.469,-0.385
verb1,Are,193.041,0.0,178.136,0.0,0.001,0.548,-0.189,1.0,-0.445,0.058,1.004
verb1,Are,200.149,0.0,126.18,0.0,0.0,0.579,-0.183,1.0,0.142,-0.64,0.022
verb1,Are,203.939,0.0,89.316,0.0,0.0,0.606,-0.178,1.0,0.394,-0.347,-0.127
noun1,Students,311.551,98.593,64.047,232.907,0.0,0.564,-0.154,1.0,0.009,-0.278,-0.439
noun1,Students,379.628,136.99,46.35,410.548,0.0,0.493,-0.123,1.0,0.292,-0.27,-0.095
noun1,Students,418.782,210.146,33.368,518.048,0.0,0.412,-0.093,1.0,-0.152,-0.494,-0.087
noun1,Students,435.601,265.633,24.262,575.507,0.0,0.335,-0.065,1.0,0.324,-0.282,-0.098
noun1,Students,456.105,301.52,18.787,635.307,0.0,0.267,-0.039,1.0,0.185,0.022,-0.02
noun1,Students,433.626,333.704,13.682,664.399,0.0,0.211,-0.016,1.0,-0.856,0.423,-0.712
noun1,Students,410.338,356.85,9.956,675.992,0.0,0.161,0.001,1.0,-0.677,0.867,0.556
noun1,Students,412.501,358.405,7.233,666.887,0.0,0.116,0.014,1.0,-0.557,0.199,0.447
noun1,Students,388.199,334.91,5.238,658.399,0.0,0.075,0.024,1.0,-0.693,-1.239,-0.8
noun1,Students,289.737,237.846,3.772,491.821,0.0,0.039,0.026,1.0,-0.721,-3.039,-1.512
noun1,Students,191.752,156.571,1.68,328.325,0.0,0.009,0.017,1.0,-0.589,-3.892,-2.503
noun1,Students,141.562,207.85,22.002,238.595,0.0,-0.02,-0.005,1.0,-0.498,-2.5,-1.899
noun1,Students,96.623,293.399,81.19,162.993,0.0,-0.047,-0.033,1.0,0.37,-0.516,-1.731
noun1,Students,66.711,274.141,104.153,111.72,0.0,-0.066,-0.069,1.0,1.97,2.195,-2.642
noun1,Students,48.016,199.968,107.068,80.391,0.0,-0.092,-0.102,1.0,2.823,6.07,-4.254
noun1,Students,25.888,136.636,79.838,43.712,0.0,-0.075,-0.096,1.0,4.872,5.311,-4.199
noun1,Students,18.39,87.383,53.648,31.048,0.0,-0.034,-0.072,1.0,2.583,2.273,-2.375
noun1,Students,13.069,52.946,33.248,22.061,0.0,0.015,-0.044,1.0,0.001,0.315,-1.138
noun1,Students,9.292,34.545,20.495,15.682,0.0,0.064,-0.014,1.0,-0.402,0.063,0.0
noun1,Students,6.609,24.52,13.018,11.152,0.0,0.106,0.013,1.0,-1.732,0.105,2.041
noun1,Students,4.702,17.411,9.237,7.934,0.0,0.143,0.042,1.0,-4.552,-0.732,3.485
noun1,Students,5.162,17.04,8.615,146.669,0.0,0.159,0.059,1.0,-4.571,-0.895,2.458
noun1,Students,63.768,158.42,6.262,291.463,0.0,0.136,0.063,1.0,-2.203,0.931,1.654
noun1,Students,159.637,208.97,4.552,409.097,0.0,0.1,0.068,1.0,0.382,1.198,1.285
noun1,Students,203.246,259.383,3.31,460.02,17.718,0.063,0.073,1.0,-0.896,-3.177,-1.727
noun1,Students,252.751,201.318,2.407,466.611,17.738,0.031,0.069,1.0,-0.636,-5.877,-3.2
noun1,Students,346.919,143.006,1.75,462.523,13.035,-0.0,0.043,1.0,-0.329,-4.526,-2.725
noun1,Students,386.619,96.146,1.273,425.076,9.336,-0.04,-0.003,1.0,0.064,-0.992,-2.012
noun1,Students,282.226,57.03,0.602,294.324,6.223,-0.078,-0.05,1.0,1.708,3.605,-3.235
noun1,Students,192.855,34.86,0.429,196.728,3.398,-0.082,-0.081,1.0,3.186,6.281,-4.883
noun1,Students,133.887,44.524,54.788,143.599,4.413,-0.059,-0.081,1.0,1.548,4.867,-4.131
noun1,Students,88.825,32.58,56.422,97.811,3.234,-0.024,-0.065,1.0,1.52,2.118,-1.761
noun1,Students,59.899,23.732,54.617,67.745,2.357,0.011,-0.043,1.0,-0.008,0.311,-0.345
noun1,Students,33.894,14.037,40.727,37.596,1.455,0.044,-0.016,1.0,-0.462,0.143,0.006
noun1,Students,24.058,9.563,27.285,26.694,0.982,0.074,0.009,1.0,-0.836,0.388,0.819
noun1,Students,17.083,6.111,16.069,18.961,0.612,0.099,0.029,1.0,-2.587,-0.407,2.216
noun1,Students,12.135,4.342,10.229,13.474,0.435,0.113,0.043,1.0,-3.936,-1.472,1.913
noun1,Students,12.151,4.427,8.286,52.331,0.429,0.103,0.05,1.0,-2.687,0.04,2.035
noun1,Students,61.704,3.22,6.02,100.967,0.312,0.079,0.055,1.0,-0.441,1.218,1.6
noun1,Students,95.15,25.49,4.375,184.288,0.227,0.054,0.061,1.0,-0.098,-0.898,-0.033
noun1,Students,96.172,52.911,3.18,240.799,0.165,0.027,0.061,1.0,-0.707,-3.427,-1.445
noun1,Students,104.631,39.099,2.312,300.094,0.12,0.002,0.049,1.0,-0.416,-4.46,-1.464
noun1,Students,98.87,28.347,1.681,360.684,0.087,-0.022,0.024,1.0,-1.225,-3.884,-1.496
noun1,Students,69.299,19.813,1.222,322.739,0.064,-0.05,-0.012,1.0,-0.443,-1.69,-1.294
noun1,Students,45.44,11.725,0.603,229.367,0.029,-0.079,-0.051,1.0,0.259,0.295,-1.516
noun1,Students,29.702,6.627,0.429,153.153,0.02,-0.101,-0.089,1.0,1.196,1.866,-2.572
noun1,Students,18.654,4.701,0.305,97.637,0.015,-0.108,-0.123,1.0,2.64,4.562,-4.026
noun1,Students,15.395,4.334,35.207,72.164,0.018,-0.09,-0.135,1.0,2.643,6.008,-5.069
noun1,Students,11.188,3.15,29.585,50.289,0.013,-0.054,-0.12,1.0,2.721,4.324,-3.32
noun1,Students,6.076,1.682,22.602,28.11,0.005,-0.008,-0.09,1.0,1.417,1.302,-1.445
noun1,Students,5.911,1.665,19.19,26.559,0.007,0.037,-0.057,1.0,-0.103,0.055,-0.188
noun1,Students,3.066,0.849,13.027,14.174,0.003,0.077,-0.024,1.0,-0.298,-0.263,0.089
noun1,Students,2.18,0.604,7.447,10.071,0.002,0.11,0.005,1.0,-0.738,-0.089,1.387
noun1,Students,1.55,0.43,5.077,7.158,0.001,0.135,0.026,1.0,-1.93,-0.663,2.259
noun1,Students,1.653,0.466,4.233,81.152,0.002,0.149,0.04,1.0,-2.743,-0.64,2.093
noun1,Students,37.782,35.489,2.95,169.351,0.001,0.149,0.044,1.0,-2.338,0.475,1.951
noun1,Students,60.063,151.25,2.144,271.179,0.001,0.133,0.045,1.0,-1.665,1.735,1.632
noun1,Students,85.467,155.248,1.558,300.126,0.001,0.108,0.048,1.0,-0.257,0.353,0.995
noun1,Students,77.452,113.709,1.133,338.693,0.001,0.078,0.051,1.0,-0.779,-2.949,-1.34
noun1,Students,70.207,80.969,0.824,365.861,0.0,0.052,0.046,1.0,-0.503,-5.067,-1.915
noun1,Students,49.034,54.611,0.599,346.115,0.0,0.03,0.021,1.0,0.064,-4.114,-1.329
noun1,Students,33.595,34.52,0.436,318.397,0.0,0.005,-0.017,1.0,0.171,-1.44,-1.468
noun1,Students,19.995,19.05,0.21,221.464,0.0,-0.024,-0.061,1.0,1.255,2.181,-2.614
noun1,Students,13.016,13.514,0.149,147.444,0.0,-0.025,-0.089,1.0,2.472,4.347,-4.41
noun1,Students,10.829,26.184,50.464,107.372,0.0,-0.015,-0.099,1.0,2.119,5.316,-4.742
noun1,Students,7.869,93.841,115.513,73.56,0.0,0.014,-0.081,1.0,3.028,3.67,-4.189
noun1,Students,5.719,115.481,91.133,50.968,0.0,0.051,-0.056,1.0,1.316,0.631,-1.321
noun1,Students,3.046,87.323,68.622,28.23,0.0,0.086,-0.027,1.0,-0.326,-0.112,-0.12
noun1,Students,3.022,60.902,47.803,26.921,0.0,0.118,0.003,1.0,-0.342,-0.126,-0.093
noun1,Students,1.538,40.21,29.275,14.239,0.0,0.146,0.028,1.0,-0.084,-0.102,0.418
noun1,Students,1.094,23.461,16.733,10.118,0.0,0.167,0.047,1.0,-0.76,-0.424,1.402
noun1,Students,1.162,17.957,14.327,40.353,0.0,0.185,0.057,1.0,-1.391,0.181,1.872
noun1,Students,29.709,72.489,10.38,152.991,0.0,0.193,0.067,1.0,-3.079,1.803,1.539
noun1,Students,51.498,186.251,12.067,247.061,0.0,0.189,0.074,1.0,-2.178,1.694,0.984
noun1,Students,55.165,275.212,45.996,305.41,0.0,0.173,0.079,1.0,-0.799,0.739,0.858
noun1,Students,50.808,247.69,34.053,314.23,0.0,0.149,0.084,1.0,-1.531,-1.724,0.047
noun1,Students,51.439,178.863,24.853,333.839,0.0,0.122,0.086,1.0,-1.433,-4.103,-0.655
noun1,Students,41.343,124.122,17.642,315.501,0.0,0.096,0.074,1.0,-0.066,-4.776,-0.632
noun1,Students,28.734,82.369,11.875,252.737,0.0,0.072,0.046,1.0,-0.251,-3.785,-1.031
noun1,Students,19.961,54.212,7.368,181.942,0.0,0.038,0.004,1.0,0.208,-1.092,-1.982
noun1,Students,12.05,30.068,4.174,116.827,0.0,0.01,-0.04,1.0,1.727,2.452,-3.916
noun1,Students,7.636,21.336,2.963,74.941,0.0,0.01,-0.068,1.0,2.484,4.12,-5.215
noun1,Students,6.631,187.735,136.571,59.269,0.0,0.029,-0.07,1.0,3.047,4.154,-4.78
noun1,Students,4.819,225.768,247.469,41.962,0.0,0.063,-0.053,1.0,2.225,1.966,-2.477
noun1,Students,3.503,246.445,215.043,30.341,0.0,0.102,-0.035,1.0,0.21,0.405,-0.801
noun1,Students,2.547,219.589,174.502,22.054,0.0,0.14,-0.013,1.0,-0.275,0.014,-0.165
noun1,Students,1.31,157.061,124.093,11.59,0.0,0.173,0.011,1.0,-0.139,0.037,-0.07
noun1,Students,0.932,100.212,76.968,8.237,0.0,0.202,0.03,1.0,-0.258,0.467,0.312
noun1,Students,0.979,71.622,53.489,38.483,0.0,0.225,0.048,1.0,-1.262,1.343,0.638
noun1,Students,0.712,48.456,37.376,81.616,0.0,0.242,0.059,1.0,-2.192,1.089,1.495
noun1,Students,13.664,33.841,26.536,149.464,0.0,0.244,0.066,1.0,-3.199,0.737,1.705
noun1,Students,48.725,47.454,19.283,215.193,4.858,0.231,0.073,1.0,-1.695,1.771,1.062
noun1,Students,85.245,34.861,14.015,244.801,9.897,0.212,0.083,1.0,-0.096,1.247,0.574
noun1,Students,93.939,25.427,10.188,244.26,16.173,0.189,0.091,1.0,-1.152,-1.673,0.427
noun1,Students,89.501,18.284,7.407,274.64,11.881,0.163,0.095,1.0,-2.303,-4.236,-0.015
noun1,Students,66.1,12.804,5.386,300.622,8.51,0.133,0.086,1.0,-2.131,-5.147,-0.718
noun1,Students,45.526,8.531,3.917,224.267,5.808,0.1,0.058,1.0,-0.917,-3.952,-1.075
noun1,Students,28.016,4.494,1.905,153.675,3.451,0.061,0.019,1.0,-0.307,-2.256,-1.895
noun1,Students,17.679,3.194,1.355,101.83,2.008,0.023,-0.028,1.0,0.648,0.273,-2.958
noun1,Students,14.263,104.729,78.667,73.983,1.797,-0.001,-0.077,1.0,1.678,4.034,-4.401
noun1,Students,10.286,184.936,232.47,49.98,1.306,0.009,-0.101,1.0,3.556,6.281,-6.462
noun1,Students,7.475,239.425,250.677,35.988,0.949,0.039,-0.092,1.0,3.218,3.925,-3.629
noun1,Students,5.433,175.216,198.04,26.154,0.69,0.077,-0.076,1.0,1.368,1.18,-1.403
noun1,Students,2.862,126.502,144.071,14.043,0.362,0.116,-0.055,1.0,-0.599,-0.389,0.883
